revenue
404.8799337551524
924.651221212072
2132.5042008835035
2253.881184490931
4118.3031167345825
6935.037276849624
11275.723323029062
12607.608635882838
10058.068135996036
7216.67964225201
5225.274368765237
1938.0911164003671
2109.379204524525
2189.21282401298
6040.312308788857
8055.28000924617
13092.68895985528
18598.389842679153
26853.431256945383
29166.73409537258
24669.877537882076
21064.86200293485
18681.022592839603
11973.718883656156
6636.9374766296705
7072.940936860018
14180.213808326454
14608.90385700962
18002.18453232727
22934.255050227355
31402.50008025489
33435.766753067575
26993.022631163596
23004.05133586253
20959.930550299086
14904.587500033093
12484.658453660537
14030.89948152506
15490.062614664545
18890.585628368262
29725.72099536532
39826.79296219452
48768.825272312555
51359.1422486587
46642.188497302326
41124.047595717886
26133.16110389463
7786.418895631112
8855.57301156213
16350.165042122348
28023.574132426147
25095.733918402635
41681.00837301709
54770.72117956665
61888.76166357458
56317.46663847634
45410.08343240392
45547.53020576183
37644.65414552283
20855.317283815173
18555.15389120531
31494.658942828977
40702.101013158936
31458.176302475593
31661.500576679893
49031.94335039724
76182.72159164904
82724.75386981937
68920.54374301861
55325.98084111167
39388.21399555665
16870.84242709042
12219.939039170256
18819.731154167377
29681.786641467526
20136.97888011244
27193.59397525421
44336.95098809487
68861.50475858216
67134.9049628216
42721.73521569561
35408.93621737095
26200.737514506207
11318.513696044804
10370.780141041369
25011.43744639671
47167.43129143469
35156.45546558585
34356.50437768298
41099.25474910878
68894.15874148789
69340.31320111666
51492.485209369
43828.45725868343
36238.21602304339
14880.618279871882
10881.611148355769
20543.172577562214
44458.24964167524
35428.23293762239
38841.60229306302
48606.85886946158
79674.71506927208
79504.99618671328
57122.51380216454
41691.021156266885
28955.870656095653
13649.641904815062
20294.3539021616
34472.95530075446
43409.039403351744
35957.76518505497
44402.10000851768
52569.47292075875
77008.90845034183
86722.30008399139
78086.28717951204
62278.13017686208
48966.222204575264
20950.300579102422
